ID,Construction_ID,Parameter_ID,Code_ID,Value
sand1273-suffix-tsi-voicefunctions,sand1273-suffix-tsi,voicefunctions,number_opp_functions-2,2
sand1273-suffix-tsi-diachronicsourcetype,sand1273-suffix-tsi,diachronicsourcetype,source-unknown,unknown
sand1273-suffix-tsi--synthesis,sand1273-suffix-tsi-,synthesis,n-synth,synthetic
sand1273-suffix-tsi--strategy,sand1273-suffix-tsi-,strategy,type2-suffix,suffix
sand1273-suffix-tsi--passive,sand1273-suffix-tsi-,passive,passive-mid,middle marker
sand1273-suffix-tsi--anticausative,sand1273-suffix-tsi-,anticausative,anticausative-mid,middle marker
sand1273-suffix-tsi--reflexive,sand1273-suffix-tsi-,reflexive,reflexive-mid,middle marker
sand1273-suffix-tsi--reciprocal,sand1273-suffix-tsi-,reciprocal,reciprocal-no,no
sand1273-suffix-tsi--antipassive,sand1273-suffix-tsi-,antipassive,antipassive-no,no
sand1273-suffix-tsi--self-benefactive,sand1273-suffix-tsi-,self-benefactive,selfbenefactive-no,no
sand1273-suffix-tsi--impersonal,sand1273-suffix-tsi-,impersonal,impersonal-no,no
sand1273-suffix-tsi--facilitative,sand1273-suffix-tsi-,facilitative,facilitative-mid,middle marker
sand1273-suffix-tsi--syncretismpattern,sand1273-suffix-tsi-,syncretismpattern,oppositional-passantcrefl,PASS/ANTC/REFL
sand1273-suffix-tsi--voicefunctions,sand1273-suffix-tsi-,voicefunctions,number_opp_functions-4,4
sand1273-suffix-tsi--diachronicsourcetype,sand1273-suffix-tsi-,diachronicsourcetype,source-unknown,unknown
seme1247-prefixbr--synthesis,seme1247-prefixbr-,synthesis,n-synth,synthetic
seme1247-prefixbr--strategy,seme1247-prefixbr-,strategy,type2-prefix,prefix
seme1247-prefixbr--passive,seme1247-prefixbr-,passive,passive-mid,middle marker
seme1247-prefixbr--anticausative,seme1247-prefixbr-,anticausative,anticausative-mid,middle marker
seme1247-prefixbr--reflexive,seme1247-prefixbr-,reflexive,reflexive-mid,middle marker
seme1247-prefixbr--reciprocal,seme1247-prefixbr-,reciprocal,reciprocal-mid,middle marker
seme1247-prefixbr--antipassive,seme1247-prefixbr-,antipassive,antipassive-no,no
seme1247-prefixbr--self-benefactive,seme1247-prefixbr-,self-benefactive,selfbenefactive-no,no
seme1247-prefixbr--impersonal,seme1247-prefixbr-,impersonal,impersonal-no,no
seme1247-prefixbr--facilitative,seme1247-prefixbr-,facilitative,facilitative-no,no
seme1247-prefixbr--otheroppositionalfunctions,seme1247-prefixbr-,otheroppositionalfunctions,other_opp_class-other,other
seme1247-prefixbr--syncretismpattern,seme1247-prefixbr-,syncretismpattern,oppositional-passantcreflrecp,PASS/ANTC/REFL/RECP
seme1247-prefixbr--voicefunctions,seme1247-prefixbr-,voicefunctions,number_opp_functions-4,4
seme1247-prefixbr--diachronicsourcetype,seme1247-prefixbr-,diachronicsourcetype,source-norefl,non-reflexive voice marker
seme1247-prefixbr--nonreflexivesourcetype,seme1247-prefixbr-,nonreflexivesourcetype,source_2-plur,plurality markers
sere1260-suffix-u--oox--synthesis,sere1260-suffix-u--oox-,synthesis,n-synth,synthetic
sere1260-suffix-u--oox--strategy,sere1260-suffix-u--oox-,strategy,type2-suffix,suffix
sere1260-suffix-u--oox--passive,sere1260-suffix-u--oox-,passive,passive-compt,construction in competition
sere1260-suffix-u--oox--anticausative,sere1260-suffix-u--oox-,anticausative,anticausative-compt,construction in competition
sere1260-suffix-u--oox--reflexive,sere1260-suffix-u--oox-,reflexive,reflexive-compt,construction in competition
sere1260-suffix-u--oox--reciprocal,sere1260-suffix-u--oox-,reciprocal,reciprocal-compl,construction in complementary distribution
sere1260-suffix-u--oox--antipassive,sere1260-suffix-u--oox-,antipassive,antipassive-no,no
sere1260-suffix-u--oox--self-benefactive,sere1260-suffix-u--oox-,self-benefactive,selfbenefactive-no,no
sere1260-suffix-u--oox--impersonal,sere1260-suffix-u--oox-,impersonal,impersonal-no,no
sere1260-suffix-u--oox--facilitative,sere1260-suffix-u--oox-,facilitative,facilitative-no,no
sere1260-suffix-u--oox--syncretismpattern,sere1260-suffix-u--oox-,syncretismpattern,oppositional-passantcrefl,PASS/ANTC/REFL
sere1260-suffix-u--oox--voicefunctions,sere1260-suffix-u--oox-,voicefunctions,number_opp_functions-4,4
sere1260-suffix-u--oox--diachronicsourcetype,sere1260-suffix-u--oox-,diachronicsourcetype,source-unknown,unknown
shek1244-suffix-a-synthesis,shek1244-suffix-a,synthesis,n-synth,synthetic
shek1244-suffix-a-strategy,shek1244-suffix-a,strategy,type2-suffix,suffix
shek1244-suffix-a-passive,shek1244-suffix-a,passive,passive-mid,middle marker
shek1244-suffix-a-anticausative,shek1244-suffix-a,anticausative,anticausative-mid,middle marker
shek1244-suffix-a-reflexive,shek1244-suffix-a,reflexive,reflexive-mid,middle marker
shek1244-suffix-a-reciprocal,shek1244-suffix-a,reciprocal,reciprocal-mid,middle marker
shek1244-suffix-a-antipassive,shek1244-suffix-a,antipassive,antipassive-no,no
shek1244-suffix-a-self-benefactive,shek1244-suffix-a,self-benefactive,selfbenefactive-no,no
shek1244-suffix-a-impersonal,shek1244-suffix-a,impersonal,impersonal-mid,middle marker
shek1244-suffix-a-facilitative,shek1244-suffix-a,facilitative,facilitative-no,no
shek1244-suffix-a-syncretismpattern,shek1244-suffix-a,syncretismpattern,oppositional-passantcreflrecpimp,PASS/ANTC/REFL/RECP/IMP
shek1244-suffix-a-voicefunctions,shek1244-suffix-a,voicefunctions,number_opp_functions-5,5
shek1244-suffix-a-diachronicsourcetype,shek1244-suffix-a,diachronicsourcetype,source-unknown,unknown
siwa1245-middleinflection-synthesis,siwa1245-middleinflection,synthesis,n-synth,synthetic
siwa1245-middleinflection-strategy,siwa1245-middleinflection,strategy,type2-personnumbervoiceendings,person/number/voice endings
siwa1245-middleinflection-passive,siwa1245-middleinflection,passive,passive-mid,middle marker
siwa1245-middleinflection-anticausative,siwa1245-middleinflection,anticausative,anticausative-mid,middle marker
siwa1245-middleinflection-reflexive,siwa1245-middleinflection,reflexive,reflexive-mid,middle marker
siwa1245-middleinflection-reciprocal,siwa1245-middleinflection,reciprocal,reciprocal-compl,construction in complementary distribution
siwa1245-middleinflection-antipassive,siwa1245-middleinflection,antipassive,antipassive-mid,middle marker
siwa1245-middleinflection-self-benefactive,siwa1245-middleinflection,self-benefactive,selfbenefactive-no,no
siwa1245-middleinflection-impersonal,siwa1245-middleinflection,impersonal,impersonal-no,no
siwa1245-middleinflection-facilitative,siwa1245-middleinflection,facilitative,facilitative-no,no
siwa1245-middleinflection-otheroppositionalfunctions,siwa1245-middleinflection,otheroppositionalfunctions,other_opp_class-aspect,aspect
siwa1245-middleinflection-syncretismpattern,siwa1245-middleinflection,syncretismpattern,oppositional-passantcreflantp,PASS/ANTC/REFL/ANTP
siwa1245-middleinflection-voicefunctions,siwa1245-middleinflection,voicefunctions,number_opp_functions-4,4
siwa1245-middleinflection-diachronicsourcetype,siwa1245-middleinflection,diachronicsourcetype,source-unknown,unknown
soma1255-suffix-at--synthesis,soma1255-suffix-at-,synthesis,n-synth,synthetic
soma1255-suffix-at--strategy,soma1255-suffix-at-,strategy,type2-suffix,suffix
soma1255-suffix-at--passive,soma1255-suffix-at-,passive,passive-compl,construction in complementary distribution
soma1255-suffix-at--anticausative,soma1255-suffix-at-,anticausative,anticausative-compt,construction in competition
soma1255-suffix-at--reflexive,soma1255-suffix-at-,reflexive,reflexive-compt,construction in competition
soma1255-suffix-at--reciprocal,soma1255-suffix-at-,reciprocal,reciprocal-compl,construction in complementary distribution
soma1255-suffix-at--antipassive,soma1255-suffix-at-,antipassive,antipassive-no,no
soma1255-suffix-at--self-benefactive,soma1255-suffix-at-,self-benefactive,selfbenefactive-mid,middle marker
soma1255-suffix-at--impersonal,soma1255-suffix-at-,impersonal,impersonal-no,no
soma1255-suffix-at--facilitative,soma1255-suffix-at-,facilitative,facilitative-no,no
soma1255-suffix-at--otheroppositionalfunctions,soma1255-suffix-at-,otheroppositionalfunctions,other_opp_class-aspect,aspect
soma1255-suffix-at--syncretismpattern,soma1255-suffix-at-,syncretismpattern,oppositional-antcreflself,ANTC/REFL/SELF
soma1255-suffix-at--voicefunctions,soma1255-suffix-at-,voicefunctions,number_opp_functions-3,3
soma1255-suffix-at--diachronicsourcetype,soma1255-suffix-at-,diachronicsourcetype,source-refl,reflexive
taga1270-prefixmag-um--synthesis,taga1270-prefixmag-um-,synthesis,n-synth,synthetic
taga1270-prefixmag-um--strategy,taga1270-prefixmag-um-,strategy,type2-prefix,prefix
taga1270-prefixmag-um--passive,taga1270-prefixmag-um-,passive,passive-no,no
taga1270-prefixmag-um--anticausative,taga1270-prefixmag-um-,anticausative,anticausative-mid,middle marker
taga1270-prefixmag-um--reflexive,taga1270-prefixmag-um-,reflexive,reflexive-compt,construction in competition
taga1270-prefixmag-um--reciprocal,taga1270-prefixmag-um-,reciprocal,reciprocal-mid,middle marker
taga1270-prefixmag-um--antipassive,taga1270-prefixmag-um-,antipassive,antipassive-mid,middle marker
taga1270-prefixmag-um--self-benefactive,taga1270-prefixmag-um-,self-benefactive,selfbenefactive-no,no
taga1270-prefixmag-um--impersonal,taga1270-prefixmag-um-,impersonal,impersonal-no,no
taga1270-prefixmag-um--facilitative,taga1270-prefixmag-um-,facilitative,facilitative-no,no
taga1270-prefixmag-um--syncretismpattern,taga1270-prefixmag-um-,syncretismpattern,oppositional-antcreflrecpantp,ANTC/REFL/RECP/ANTP
taga1270-prefixmag-um--voicefunctions,taga1270-prefixmag-um-,voicefunctions,number_opp_functions-4,4
taga1270-prefixmag-um--diachronicsourcetype,taga1270-prefixmag-um-,diachronicsourcetype,source-norefl,non-reflexive voice marker
taga1270-prefixmag-um--nonreflexivesourcetype,taga1270-prefixmag-um-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
tama1365-prefixm--n-nvy--synthesis,tama1365-prefixm--n-nvy-,synthesis,n-synth,synthetic
tama1365-prefixm--n-nvy--strategy,tama1365-prefixm--n-nvy-,strategy,type2-prefix,prefix
tama1365-prefixm--n-nvy--passive,tama1365-prefixm--n-nvy-,passive,passive-compt,construction in competition
tama1365-prefixm--n-nvy--anticausative,tama1365-prefixm--n-nvy-,anticausative,anticausative-mid,middle marker
tama1365-prefixm--n-nvy--reflexive,tama1365-prefixm--n-nvy-,reflexive,reflexive-compl,construction in complementary distribution
tama1365-prefixm--n-nvy--reciprocal,tama1365-prefixm--n-nvy-,reciprocal,reciprocal-compl,construction in complementary distribution
tama1365-prefixm--n-nvy--antipassive,tama1365-prefixm--n-nvy-,antipassive,antipassive-no,no
tama1365-prefixm--n-nvy--self-benefactive,tama1365-prefixm--n-nvy-,self-benefactive,selfbenefactive-no,no
tama1365-prefixm--n-nvy--impersonal,tama1365-prefixm--n-nvy-,impersonal,impersonal-no,no
tama1365-prefixm--n-nvy--facilitative,tama1365-prefixm--n-nvy-,facilitative,facilitative-no,no
tama1365-prefixm--n-nvy--syncretismpattern,tama1365-prefixm--n-nvy-,syncretismpattern,oppositional-passantc,PASS/ANTC
tama1365-prefixm--n-nvy--voicefunctions,tama1365-prefixm--n-nvy-,voicefunctions,number_opp_functions-2,2
tama1365-prefixm--n-nvy--diachronicsourcetype,tama1365-prefixm--n-nvy-,diachronicsourcetype,source-unknown,unknown
thul1246-suffix-si--synthesis,thul1246-suffix-si-,synthesis,n-synth,synthetic
thul1246-suffix-si--strategy,thul1246-suffix-si-,strategy,type2-suffix,suffix
thul1246-suffix-si--passive,thul1246-suffix-si-,passive,passive-no,no
thul1246-suffix-si--anticausative,thul1246-suffix-si-,anticausative,anticausative-compt,construction in competition
thul1246-suffix-si--reflexive,thul1246-suffix-si-,reflexive,reflexive-mid,middle marker
thul1246-suffix-si--reciprocal,thul1246-suffix-si-,reciprocal,reciprocal-compl,construction in complementary distribution
thul1246-suffix-si--antipassive,thul1246-suffix-si-,antipassive,antipassive-mid,middle marker
thul1246-suffix-si--self-benefactive,thul1246-suffix-si-,self-benefactive,selfbenefactive-no,no
thul1246-suffix-si--impersonal,thul1246-suffix-si-,impersonal,impersonal-no,no
thul1246-suffix-si--facilitative,thul1246-suffix-si-,facilitative,facilitative-no,no
thul1246-suffix-si--syncretismpattern,thul1246-suffix-si-,syncretismpattern,oppositional-antcreflantp,ANTC/REFL/ANTP
thul1246-suffix-si--voicefunctions,thul1246-suffix-si-,voicefunctions,number_opp_functions-3,3
thul1246-suffix-si--diachronicsourcetype,thul1246-suffix-si-,diachronicsourcetype,source-norefl,non-reflexive voice marker
thul1246-suffix-si--nonreflexivesourcetype,thul1246-suffix-si-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
toab1237-prefixkwai--synthesis,toab1237-prefixkwai-,synthesis,n-synth,synthetic
toab1237-prefixkwai--strategy,toab1237-prefixkwai-,strategy,type2-prefix,prefix
toab1237-prefixkwai--passive,toab1237-prefixkwai-,passive,passive-no,no
toab1237-prefixkwai--anticausative,toab1237-prefixkwai-,anticausative,anticausative-compl,construction in complementary distribution
toab1237-prefixkwai--reflexive,toab1237-prefixkwai-,reflexive,reflexive-compl,construction in complementary distribution
toab1237-prefixkwai--reciprocal,toab1237-prefixkwai-,reciprocal,reciprocal-compt,construction in competition
toab1237-prefixkwai--antipassive,toab1237-prefixkwai-,antipassive,antipassive-mid,middle marker
toab1237-prefixkwai--self-benefactive,toab1237-prefixkwai-,self-benefactive,selfbenefactive-no,no
toab1237-prefixkwai--impersonal,toab1237-prefixkwai-,impersonal,impersonal-no,no
toab1237-prefixkwai--facilitative,toab1237-prefixkwai-,facilitative,facilitative-no,no
toab1237-prefixkwai--syncretismpattern,toab1237-prefixkwai-,syncretismpattern,oppositional-recpantp,RECP/ANTP
toab1237-prefixkwai--voicefunctions,toab1237-prefixkwai-,voicefunctions,number_opp_functions-2,2
toab1237-prefixkwai--diachronicsourcetype,toab1237-prefixkwai-,diachronicsourcetype,source-norefl,non-reflexive voice marker
toab1237-prefixkwai--nonreflexivesourcetype,toab1237-prefixkwai-,nonreflexivesourcetype,source_2-plur,plurality markers
toba1269-setiipronouns-synthesis,toba1269-setiipronouns,synthesis,n-synth,synthetic
toba1269-setiipronouns-strategy,toba1269-setiipronouns,strategy,type2-personindex,person index
toba1269-setiipronouns-passive,toba1269-setiipronouns,passive,passive-no,no
toba1269-setiipronouns-anticausative,toba1269-setiipronouns,anticausative,anticausative-mid,middle marker
toba1269-setiipronouns-reflexive,toba1269-setiipronouns,reflexive,reflexive-mid,middle marker
toba1269-setiipronouns-reciprocal,toba1269-setiipronouns,reciprocal,reciprocal-mid,middle marker
toba1269-setiipronouns-antipassive,toba1269-setiipronouns,antipassive,antipassive-mid,middle marker
toba1269-setiipronouns-self-benefactive,toba1269-setiipronouns,self-benefactive,selfbenefactive-no,no
toba1269-setiipronouns-impersonal,toba1269-setiipronouns,impersonal,impersonal-mid,middle marker
toba1269-setiipronouns-facilitative,toba1269-setiipronouns,facilitative,facilitative-no,no
toba1269-setiipronouns-otheroppositionalfunctions,toba1269-setiipronouns,otheroppositionalfunctions,other_opp_class-other,other
toba1269-setiipronouns-syncretismpattern,toba1269-setiipronouns,syncretismpattern,oppositional-antcreflrecpantpimp,ANTC/REFL/RECP/ANTP/IMP
toba1269-setiipronouns-voicefunctions,toba1269-setiipronouns,voicefunctions,number_opp_functions-5,5
toba1269-setiipronouns-diachronicsourcetype,toba1269-setiipronouns,diachronicsourcetype,source-unknown,unknown
tonk1249-prefixhe--synthesis,tonk1249-prefixhe-,synthesis,n-synth,synthetic
tonk1249-prefixhe--strategy,tonk1249-prefixhe-,strategy,type2-prefix,prefix
tonk1249-prefixhe--passive,tonk1249-prefixhe-,passive,passive-no,no
tonk1249-prefixhe--anticausative,tonk1249-prefixhe-,anticausative,anticausative-mid,middle marker
tonk1249-prefixhe--reflexive,tonk1249-prefixhe-,reflexive,reflexive-mid,middle marker
tonk1249-prefixhe--reciprocal,tonk1249-prefixhe-,reciprocal,reciprocal-compl,construction in complementary distribution
tonk1249-prefixhe--antipassive,tonk1249-prefixhe-,antipassive,antipassive-no,no
tonk1249-prefixhe--self-benefactive,tonk1249-prefixhe-,self-benefactive,selfbenefactive-no,no
tonk1249-prefixhe--impersonal,tonk1249-prefixhe-,impersonal,impersonal-no,no
tonk1249-prefixhe--facilitative,tonk1249-prefixhe-,facilitative,facilitative-no,no
tonk1249-prefixhe--syncretismpattern,tonk1249-prefixhe-,syncretismpattern,oppositional-reflself,REFL/SELF
tonk1249-prefixhe--voicefunctions,tonk1249-prefixhe-,voicefunctions,number_opp_functions-2,2
tonk1249-prefixhe--diachronicsourcetype,tonk1249-prefixhe-,diachronicsourcetype,source-refl,reflexive
trio1238-detransitivizer-synthesis,trio1238-detransitivizer,synthesis,n-synth,synthetic
trio1238-detransitivizer-strategy,trio1238-detransitivizer,strategy,type2-prefix,prefix
trio1238-detransitivizer-passive,trio1238-detransitivizer,passive,passive-no,no
trio1238-detransitivizer-anticausative,trio1238-detransitivizer,anticausative,anticausative-mid,middle marker
trio1238-detransitivizer-reflexive,trio1238-detransitivizer,reflexive,reflexive-mid,middle marker
trio1238-detransitivizer-reciprocal,trio1238-detransitivizer,reciprocal,reciprocal-mid,middle marker
trio1238-detransitivizer-antipassive,trio1238-detransitivizer,antipassive,antipassive-mid,middle marker
trio1238-detransitivizer-self-benefactive,trio1238-detransitivizer,self-benefactive,selfbenefactive-no,no
trio1238-detransitivizer-impersonal,trio1238-detransitivizer,impersonal,impersonal-no,no
trio1238-detransitivizer-facilitative,trio1238-detransitivizer,facilitative,facilitative-no,no
trio1238-detransitivizer-otheroppositionalfunctions,trio1238-detransitivizer,otheroppositionalfunctions,other_opp_class-other,other
trio1238-detransitivizer-syncretismpattern,trio1238-detransitivizer,syncretismpattern,oppositional-antcreflrecpantp,ANTC/REFL/RECP/ANTP
trio1238-detransitivizer-voicefunctions,trio1238-detransitivizer,voicefunctions,number_opp_functions-4,4
trio1238-detransitivizer-diachronicsourcetype,trio1238-detransitivizer,diachronicsourcetype,source-refl,reflexive
mose1249-suffix-ti--synthesis,mose1249-suffix-ti-,synthesis,n-synth,synthetic
mose1249-suffix-ti--strategy,mose1249-suffix-ti-,strategy,type2-suffix,suffix
mose1249-suffix-ti--passive,mose1249-suffix-ti-,passive,passive-no,no
mose1249-suffix-ti--anticausative,mose1249-suffix-ti-,anticausative,anticausative-no,no
mose1249-suffix-ti--reflexive,mose1249-suffix-ti-,reflexive,reflexive-mid,middle marker
mose1249-suffix-ti--reciprocal,mose1249-suffix-ti-,reciprocal,reciprocal-mid,middle marker
mose1249-suffix-ti--antipassive,mose1249-suffix-ti-,antipassive,antipassive-mid,middle marker
mose1249-suffix-ti--self-benefactive,mose1249-suffix-ti-,self-benefactive,selfbenefactive-mid,middle marker
mose1249-suffix-ti--impersonal,mose1249-suffix-ti-,impersonal,impersonal-no,no
mose1249-suffix-ti--facilitative,mose1249-suffix-ti-,facilitative,facilitative-no,no
mose1249-suffix-ti--otheroppositionalfunctions,mose1249-suffix-ti-,otheroppositionalfunctions,other_opp_class-other,other
mose1249-suffix-ti--syncretismpattern,mose1249-suffix-ti-,syncretismpattern,oppositional-reflselfrecpantp,REFL/SELF/RECP/ANTP
mose1249-suffix-ti--voicefunctions,mose1249-suffix-ti-,voicefunctions,number_opp_functions-4,4
mose1249-suffix-ti--diachronicsourcetype,mose1249-suffix-ti-,diachronicsourcetype,source-norefl,non-reflexive voice marker
mose1249-suffix-ti--nonreflexivesourcetype,mose1249-suffix-ti-,nonreflexivesourcetype,source_2-lex,lexical source
mose1249-suffix-ki--synthesis,mose1249-suffix-ki-,synthesis,n-synth,synthetic
mose1249-suffix-ki--strategy,mose1249-suffix-ki-,strategy,type2-suffix,suffix
mose1249-suffix-ki--passive,mose1249-suffix-ki-,passive,passive-mid,middle marker
mose1249-suffix-ki--anticausative,mose1249-suffix-ki-,anticausative,anticausative-mid,middle marker
mose1249-suffix-ki--reflexive,mose1249-suffix-ki-,reflexive,reflexive-no,no
mose1249-suffix-ki--reciprocal,mose1249-suffix-ki-,reciprocal,reciprocal-no,no
mose1249-suffix-ki--antipassive,mose1249-suffix-ki-,antipassive,antipassive-mid,middle marker
mose1249-suffix-ki--self-benefactive,mose1249-suffix-ki-,self-benefactive,selfbenefactive-no,no
mose1249-suffix-ki--impersonal,mose1249-suffix-ki-,impersonal,impersonal-no,no
mose1249-suffix-ki--facilitative,mose1249-suffix-ki-,facilitative,facilitative-no,no
mose1249-suffix-ki--otheroppositionalfunctions,mose1249-suffix-ki-,otheroppositionalfunctions,other_opp_class-other,other
mose1249-suffix-ki--syncretismpattern,mose1249-suffix-ki-,syncretismpattern,oppositional-passantcantp,PASS/ANTC/ANTP
mose1249-suffix-ki--voicefunctions,mose1249-suffix-ki-,voicefunctions,number_opp_functions-3,3
mose1249-suffix-ki--diachronicsourcetype,mose1249-suffix-ki-,diachronicsourcetype,source-norefl,non-reflexive voice marker
mose1249-suffix-ki--nonreflexivesourcetype,mose1249-suffix-ki-,nonreflexivesourcetype,source_2-lex,lexical source
tuvi1240-suffix-is--synthesis,tuvi1240-suffix-is-,synthesis,n-synth,synthetic
tuvi1240-suffix-is--strategy,tuvi1240-suffix-is-,strategy,type2-suffix,suffix
tuvi1240-suffix-is--passive,tuvi1240-suffix-is-,passive,passive-no,no
tuvi1240-suffix-is--anticausative,tuvi1240-suffix-is-,anticausative,anticausative-mid,middle marker
tuvi1240-suffix-is--reflexive,tuvi1240-suffix-is-,reflexive,reflexive-mid,middle marker
tuvi1240-suffix-is--reciprocal,tuvi1240-suffix-is-,reciprocal,reciprocal-mid,middle marker
tuvi1240-suffix-is--antipassive,tuvi1240-suffix-is-,antipassive,antipassive-mid,middle marker
tuvi1240-suffix-is--self-benefactive,tuvi1240-suffix-is-,self-benefactive,selfbenefactive-no,no
tuvi1240-suffix-is--impersonal,tuvi1240-suffix-is-,impersonal,impersonal-no,no
tuvi1240-suffix-is--facilitative,tuvi1240-suffix-is-,facilitative,facilitative-no,no
tuvi1240-suffix-is--otheroppositionalfunctions,tuvi1240-suffix-is-,otheroppositionalfunctions,other_opp_class-other,other
tuvi1240-suffix-is--syncretismpattern,tuvi1240-suffix-is-,syncretismpattern,oppositional-antcreflrecpantp,ANTC/REFL/RECP/ANTP
tuvi1240-suffix-is--voicefunctions,tuvi1240-suffix-is-,voicefunctions,number_opp_functions-4,4
tuvi1240-suffix-is--diachronicsourcetype,tuvi1240-suffix-is-,diachronicsourcetype,source-norefl,non-reflexive voice marker
tuvi1240-suffix-is--nonreflexivesourcetype,tuvi1240-suffix-is-,nonreflexivesourcetype,source_2-plur,plurality markers
tuvi1240-suffix-in--synthesis,tuvi1240-suffix-in-,synthesis,n-synth,synthetic
tuvi1240-suffix-in--strategy,tuvi1240-suffix-in-,strategy,type2-suffix,suffix
tuvi1240-suffix-in--passive,tuvi1240-suffix-in-,passive,passive-mid,middle marker
tuvi1240-suffix-in--anticausative,tuvi1240-suffix-in-,anticausative,anticausative-mid,middle marker
tuvi1240-suffix-in--reflexive,tuvi1240-suffix-in-,reflexive,reflexive-mid,middle marker
tuvi1240-suffix-in--reciprocal,tuvi1240-suffix-in-,reciprocal,reciprocal-no,no
tuvi1240-suffix-in--antipassive,tuvi1240-suffix-in-,antipassive,antipassive-mid,middle marker
tuvi1240-suffix-in--self-benefactive,tuvi1240-suffix-in-,self-benefactive,selfbenefactive-mid,middle marker
tuvi1240-suffix-in--impersonal,tuvi1240-suffix-in-,impersonal,impersonal-no,no
tuvi1240-suffix-in--facilitative,tuvi1240-suffix-in-,facilitative,facilitative-no,no
tuvi1240-suffix-in--syncretismpattern,tuvi1240-suffix-in-,syncretismpattern,oppositional-passantcreflselfantp,PASS/ANTC/REFL/SELF/ANTP
tuvi1240-suffix-in--voicefunctions,tuvi1240-suffix-in-,voicefunctions,number_opp_functions-5,5
tuvi1240-suffix-in--diachronicsourcetype,tuvi1240-suffix-in-,diachronicsourcetype,source-unknown,unknown
tzel1254-infix-j--synthesis,tzel1254-infix-j-,synthesis,n-synth,synthetic
tzel1254-infix-j--strategy,tzel1254-infix-j-,strategy,type2-infix,infix
tzel1254-infix-j--passive,tzel1254-infix-j-,passive,passive-compt,construction in competition
tzel1254-infix-j--anticausative,tzel1254-infix-j-,anticausative,anticausative-mid,middle marker
tzel1254-infix-j--reflexive,tzel1254-infix-j-,reflexive,reflexive-compl,construction in complementary distribution
tzel1254-infix-j--reciprocal,tzel1254-infix-j-,reciprocal,reciprocal-compl,construction in complementary distribution
tzel1254-infix-j--antipassive,tzel1254-infix-j-,antipassive,antipassive-compl,construction in complementary distribution
tzel1254-infix-j--self-benefactive,tzel1254-infix-j-,self-benefactive,selfbenefactive-no,no
tzel1254-infix-j--impersonal,tzel1254-infix-j-,impersonal,impersonal-no,no
tzel1254-infix-j--facilitative,tzel1254-infix-j-,facilitative,facilitative-no,no
tzel1254-infix-j--syncretismpattern,tzel1254-infix-j-,syncretismpattern,oppositional-passantc,PASS/ANTC
tzel1254-infix-j--voicefunctions,tzel1254-infix-j-,voicefunctions,number_opp_functions-2,2
tzel1254-infix-j--diachronicsourcetype,tzel1254-infix-j-,diachronicsourcetype,source-norefl,non-reflexive voice marker
tzel1254-infix-j--nonreflexivesourcetype,tzel1254-infix-j-,nonreflexivesourcetype,source_2-voice,voice
udih1248-suffix-kpi--synthesis,udih1248-suffix-kpi-,synthesis,n-synth,synthetic
udih1248-suffix-kpi--strategy,udih1248-suffix-kpi-,strategy,type2-suffix,suffix
udih1248-suffix-kpi--passive,udih1248-suffix-kpi-,passive,passive-mid,middle marker
udih1248-suffix-kpi--anticausative,udih1248-suffix-kpi-,anticausative,anticausative-mid,middle marker
udih1248-suffix-kpi--reflexive,udih1248-suffix-kpi-,reflexive,reflexive-no,no
udih1248-suffix-kpi--reciprocal,udih1248-suffix-kpi-,reciprocal,reciprocal-no,no
udih1248-suffix-kpi--antipassive,udih1248-suffix-kpi-,antipassive,antipassive-no,no
udih1248-suffix-kpi--self-benefactive,udih1248-suffix-kpi-,self-benefactive,selfbenefactive-no,no
udih1248-suffix-kpi--impersonal,udih1248-suffix-kpi-,impersonal,impersonal-no,no
udih1248-suffix-kpi--facilitative,udih1248-suffix-kpi-,facilitative,facilitative-no,no
udih1248-suffix-kpi--syncretismpattern,udih1248-suffix-kpi-,syncretismpattern,oppositional-passantc,PASS/ANTC
udih1248-suffix-kpi--voicefunctions,udih1248-suffix-kpi-,voicefunctions,number_opp_functions-2,2
udih1248-suffix-kpi--diachronicsourcetype,udih1248-suffix-kpi-,diachronicsourcetype,source-unknown,unknown
udih1248-suffix-pta--kta--synthesis,udih1248-suffix-pta--kta-,synthesis,n-synth,synthetic
udih1248-suffix-pta--kta--strategy,udih1248-suffix-pta--kta-,strategy,type2-suffix,suffix
udih1248-suffix-pta--kta--passive,udih1248-suffix-pta--kta-,passive,passive-mid,middle marker
udih1248-suffix-pta--kta--anticausative,udih1248-suffix-pta--kta-,anticausative,anticausative-mid,middle marker
udih1248-suffix-pta--kta--reflexive,udih1248-suffix-pta--kta-,reflexive,reflexive-no,no
udih1248-suffix-pta--kta--reciprocal,udih1248-suffix-pta--kta-,reciprocal,reciprocal-no,no
udih1248-suffix-pta--kta--antipassive,udih1248-suffix-pta--kta-,antipassive,antipassive-no,no
udih1248-suffix-pta--kta--self-benefactive,udih1248-suffix-pta--kta-,self-benefactive,selfbenefactive-no,no
udih1248-suffix-pta--kta--impersonal,udih1248-suffix-pta--kta-,impersonal,impersonal-no,no
udih1248-suffix-pta--kta--facilitative,udih1248-suffix-pta--kta-,facilitative,facilitative-no,no
