ID,Construction_ID,Parameter_ID,Code_ID,Value
nisg1240-medialsuffixes-anticausative,nisg1240-medialsuffixes,anticausative,anticausative-no,no
nisg1240-medialsuffixes-reflexive,nisg1240-medialsuffixes,reflexive,reflexive-compt,construction in competition
nisg1240-medialsuffixes-reciprocal,nisg1240-medialsuffixes,reciprocal,reciprocal-compl,construction in complementary distribution
nisg1240-medialsuffixes-antipassive,nisg1240-medialsuffixes,antipassive,antipassive-no,no
nisg1240-medialsuffixes-self-benefactive,nisg1240-medialsuffixes,self-benefactive,selfbenefactive-no,no
nisg1240-medialsuffixes-impersonal,nisg1240-medialsuffixes,impersonal,impersonal-no,no
nisg1240-medialsuffixes-facilitative,nisg1240-medialsuffixes,facilitative,facilitative-no,no
nisg1240-medialsuffixes-syncretismpattern,nisg1240-medialsuffixes,syncretismpattern,oppositional-passrefl,PASS/REFL
nisg1240-medialsuffixes-voicefunctions,nisg1240-medialsuffixes,voicefunctions,number_opp_functions-2,2
nisg1240-medialsuffixes-diachronicsourcetype,nisg1240-medialsuffixes,diachronicsourcetype,source-unknown,unknown
sout2986-suffix-ni--synthesis,sout2986-suffix-ni-,synthesis,n-synth,synthetic
sout2986-suffix-ni--strategy,sout2986-suffix-ni-,strategy,type2-suffix,suffix
sout2986-suffix-ni--passive,sout2986-suffix-ni-,passive,passive-mid,middle marker
sout2986-suffix-ni--anticausative,sout2986-suffix-ni-,anticausative,anticausative-mid,middle marker
sout2986-suffix-ni--reflexive,sout2986-suffix-ni-,reflexive,reflexive-no,no
sout2986-suffix-ni--reciprocal,sout2986-suffix-ni-,reciprocal,reciprocal-no,no
sout2986-suffix-ni--antipassive,sout2986-suffix-ni-,antipassive,antipassive-no,no
sout2986-suffix-ni--self-benefactive,sout2986-suffix-ni-,self-benefactive,selfbenefactive-no,no
sout2986-suffix-ni--impersonal,sout2986-suffix-ni-,impersonal,impersonal-no,no
sout2986-suffix-ni--facilitative,sout2986-suffix-ni-,facilitative,facilitative-no,no
sout2986-suffix-ni--syncretismpattern,sout2986-suffix-ni-,syncretismpattern,oppositional-passantc,PASS/ANTC
sout2986-suffix-ni--voicefunctions,sout2986-suffix-ni-,voicefunctions,number_opp_functions-2,2
sout2986-suffix-ni--diachronicsourcetype,sout2986-suffix-ni-,diachronicsourcetype,source-unknown,unknown
sout2986-suffix-pu--synthesis,sout2986-suffix-pu-,synthesis,n-synth,synthetic
sout2986-suffix-pu--strategy,sout2986-suffix-pu-,strategy,type2-suffix,suffix
sout2986-suffix-pu--passive,sout2986-suffix-pu-,passive,passive-no,no
sout2986-suffix-pu--anticausative,sout2986-suffix-pu-,anticausative,anticausative-mid,middle marker
sout2986-suffix-pu--reflexive,sout2986-suffix-pu-,reflexive,reflexive-mid,middle marker
sout2986-suffix-pu--reciprocal,sout2986-suffix-pu-,reciprocal,reciprocal-no,no
sout2986-suffix-pu--antipassive,sout2986-suffix-pu-,antipassive,antipassive-no,no
sout2986-suffix-pu--self-benefactive,sout2986-suffix-pu-,self-benefactive,selfbenefactive-no,no
sout2986-suffix-pu--impersonal,sout2986-suffix-pu-,impersonal,impersonal-no,no
sout2986-suffix-pu--facilitative,sout2986-suffix-pu-,facilitative,facilitative-no,no
sout2986-suffix-pu--syncretismpattern,sout2986-suffix-pu-,syncretismpattern,oppositional-antcrefl,ANTC/REFL
sout2986-suffix-pu--voicefunctions,sout2986-suffix-pu-,voicefunctions,number_opp_functions-2,2
sout2986-suffix-pu--diachronicsourcetype,sout2986-suffix-pu-,diachronicsourcetype,source-refl,reflexive
okan1243-suffix-m-synthesis,okan1243-suffix-m,synthesis,n-synth,synthetic
okan1243-suffix-m-strategy,okan1243-suffix-m,strategy,type2-suffix,suffix
okan1243-suffix-m-passive,okan1243-suffix-m,passive,passive-mid,middle marker
okan1243-suffix-m-anticausative,okan1243-suffix-m,anticausative,anticausative-no,no
okan1243-suffix-m-reflexive,okan1243-suffix-m,reflexive,reflexive-compt,construction in competition
okan1243-suffix-m-reciprocal,okan1243-suffix-m,reciprocal,reciprocal-compl,construction in complementary distribution
okan1243-suffix-m-antipassive,okan1243-suffix-m,antipassive,antipassive-mid,middle marker
okan1243-suffix-m-self-benefactive,okan1243-suffix-m,self-benefactive,selfbenefactive-no,no
okan1243-suffix-m-impersonal,okan1243-suffix-m,impersonal,impersonal-no,no
okan1243-suffix-m-facilitative,okan1243-suffix-m,facilitative,facilitative-no,no
okan1243-suffix-m-syncretismpattern,okan1243-suffix-m,syncretismpattern,oppositional-passreflant,PASS/REFL/ANT
okan1243-suffix-m-voicefunctions,okan1243-suffix-m,voicefunctions,number_opp_functions-3,3
okan1243-suffix-m-diachronicsourcetype,okan1243-suffix-m,diachronicsourcetype,source-refl,reflexive
oksa1245-prefixt--synthesis,oksa1245-prefixt-,synthesis,n-synth,synthetic
oksa1245-prefixt--strategy,oksa1245-prefixt-,strategy,type2-prefix,prefix
oksa1245-prefixt--passive,oksa1245-prefixt-,passive,passive-mid,middle marker
oksa1245-prefixt--anticausative,oksa1245-prefixt-,anticausative,anticausative-mid,middle marker
oksa1245-prefixt--reflexive,oksa1245-prefixt-,reflexive,reflexive-compt,construction in competition
oksa1245-prefixt--reciprocal,oksa1245-prefixt-,reciprocal,reciprocal-compl,construction in complementary distribution
oksa1245-prefixt--antipassive,oksa1245-prefixt-,antipassive,antipassive-mid,middle marker
oksa1245-prefixt--self-benefactive,oksa1245-prefixt-,self-benefactive,selfbenefactive-no,no
oksa1245-prefixt--impersonal,oksa1245-prefixt-,impersonal,impersonal-no,no
oksa1245-prefixt--facilitative,oksa1245-prefixt-,facilitative,facilitative-no,no
oksa1245-prefixt--syncretismpattern,oksa1245-prefixt-,syncretismpattern,oppositional-passantcreflantp,PASS/ANTC/REFL/ANTP
oksa1245-prefixt--voicefunctions,oksa1245-prefixt-,voicefunctions,number_opp_functions-4,4
oksa1245-prefixt--diachronicsourcetype,oksa1245-prefixt-,diachronicsourcetype,source-norefl,non-reflexive voice marker
oksa1245-prefixt--nonreflexivesourcetype,oksa1245-prefixt-,nonreflexivesourcetype,source_2-voice,voice
east2652-suffix-at--synthesis,east2652-suffix-at-,synthesis,n-synth,synthetic
east2652-suffix-at--strategy,east2652-suffix-at-,strategy,type2-suffix,suffix
east2652-suffix-at--passive,east2652-suffix-at-,passive,passive-compl,construction in complementary distribution
east2652-suffix-at--anticausative,east2652-suffix-at-,anticausative,anticausative-mid,middle marker
east2652-suffix-at--reflexive,east2652-suffix-at-,reflexive,reflexive-compt,construction in competition
east2652-suffix-at--reciprocal,east2652-suffix-at-,reciprocal,reciprocal-compl,construction in complementary distribution
east2652-suffix-at--antipassive,east2652-suffix-at-,antipassive,antipassive-no,no
east2652-suffix-at--self-benefactive,east2652-suffix-at-,self-benefactive,selfbenefactive-mid,middle marker
east2652-suffix-at--impersonal,east2652-suffix-at-,impersonal,impersonal-no,no
east2652-suffix-at--facilitative,east2652-suffix-at-,facilitative,facilitative-no,no
east2652-suffix-at--syncretismpattern,east2652-suffix-at-,syncretismpattern,oppositional-antcreflself,ANTC/REFL/SELF
east2652-suffix-at--voicefunctions,east2652-suffix-at-,voicefunctions,number_opp_functions-3,3
east2652-suffix-at--diachronicsourcetype,east2652-suffix-at-,diachronicsourcetype,source-refl,reflexive
otom1300-prefixn--synthesis,otom1300-prefixn-,synthesis,n-synth,synthetic
otom1300-prefixn--strategy,otom1300-prefixn-,strategy,type2-prefix,prefix
otom1300-prefixn--passive,otom1300-prefixn-,passive,passive-no,no
otom1300-prefixn--anticausative,otom1300-prefixn-,anticausative,anticausative-mid,middle marker
otom1300-prefixn--reflexive,otom1300-prefixn-,reflexive,reflexive-compt,construction in competition
otom1300-prefixn--reciprocal,otom1300-prefixn-,reciprocal,reciprocal-mid,middle marker
otom1300-prefixn--antipassive,otom1300-prefixn-,antipassive,antipassive-mid,middle marker
otom1300-prefixn--self-benefactive,otom1300-prefixn-,self-benefactive,selfbenefactive-no,no
otom1300-prefixn--impersonal,otom1300-prefixn-,impersonal,impersonal-no,no
otom1300-prefixn--facilitative,otom1300-prefixn-,facilitative,facilitative-no,no
otom1300-prefixn--otheroppositionalfunctions,otom1300-prefixn-,otheroppositionalfunctions,other_opp_class-aspect,aspect
otom1300-prefixn--syncretismpattern,otom1300-prefixn-,syncretismpattern,oppositional-antcreflrecpantp,ANTC/REFL/RECP/ANTP
otom1300-prefixn--voicefunctions,otom1300-prefixn-,voicefunctions,number_opp_functions-4,4
otom1300-prefixn--diachronicsourcetype,otom1300-prefixn-,diachronicsourcetype,source-norefl,non-reflexive voice marker
otom1300-prefixn--nonreflexivesourcetype,otom1300-prefixn-,nonreflexivesourcetype,source_2-aspect,aspectual markers
pagu1249-prefixma--synthesis,pagu1249-prefixma-,synthesis,n-synth,synthetic
pagu1249-prefixma--strategy,pagu1249-prefixma-,strategy,type2-prefix,prefix
pagu1249-prefixma--passive,pagu1249-prefixma-,passive,passive-no,no
pagu1249-prefixma--anticausative,pagu1249-prefixma-,anticausative,anticausative-mid,middle marker
pagu1249-prefixma--reflexive,pagu1249-prefixma-,reflexive,reflexive-mid,middle marker
pagu1249-prefixma--reciprocal,pagu1249-prefixma-,reciprocal,reciprocal-compl,construction in complementary distribution
pagu1249-prefixma--antipassive,pagu1249-prefixma-,antipassive,antipassive-no,no
pagu1249-prefixma--self-benefactive,pagu1249-prefixma-,self-benefactive,selfbenefactive-no,no
pagu1249-prefixma--impersonal,pagu1249-prefixma-,impersonal,impersonal-no,no
pagu1249-prefixma--facilitative,pagu1249-prefixma-,facilitative,facilitative-no,no
pagu1249-prefixma--syncretismpattern,pagu1249-prefixma-,syncretismpattern,oppositional-antcrefl,ANTC/REFL
pagu1249-prefixma--voicefunctions,pagu1249-prefixma-,voicefunctions,number_opp_functions-2,2
pagu1249-prefixma--diachronicsourcetype,pagu1249-prefixma-,diachronicsourcetype,source-norefl,non-reflexive voice marker
pagu1249-prefixma--nonreflexivesourcetype,pagu1249-prefixma-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
phal1254-suffix-ij--synthesis,phal1254-suffix-ij-,synthesis,n-synth,synthetic
phal1254-suffix-ij--strategy,phal1254-suffix-ij-,strategy,type2-suffix,suffix
phal1254-suffix-ij--passive,phal1254-suffix-ij-,passive,passive-mid,middle marker
phal1254-suffix-ij--anticausative,phal1254-suffix-ij-,anticausative,anticausative-mid,middle marker
phal1254-suffix-ij--reflexive,phal1254-suffix-ij-,reflexive,reflexive-compl,construction in complementary distribution
phal1254-suffix-ij--reciprocal,phal1254-suffix-ij-,reciprocal,reciprocal-compl,construction in complementary distribution
phal1254-suffix-ij--antipassive,phal1254-suffix-ij-,antipassive,antipassive-no,no
phal1254-suffix-ij--self-benefactive,phal1254-suffix-ij-,self-benefactive,selfbenefactive-no,no
phal1254-suffix-ij--impersonal,phal1254-suffix-ij-,impersonal,impersonal-no,no
phal1254-suffix-ij--facilitative,phal1254-suffix-ij-,facilitative,facilitative-no,no
phal1254-suffix-ij--syncretismpattern,phal1254-suffix-ij-,syncretismpattern,oppositional-passantc,PASS/ANTC
phal1254-suffix-ij--voicefunctions,phal1254-suffix-ij-,voicefunctions,number_opp_functions-2,2
phal1254-suffix-ij--diachronicsourcetype,phal1254-suffix-ij-,diachronicsourcetype,source-norefl,non-reflexive voice marker
phal1254-suffix-ij--nonreflexivesourcetype,phal1254-suffix-ij-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
enap1235-detransitivizer-synthesis,enap1235-detransitivizer,synthesis,n-synth,synthetic
enap1235-detransitivizer-strategy,enap1235-detransitivizer,strategy,type2-prefix,prefix
enap1235-detransitivizer-passive,enap1235-detransitivizer,passive,passive-compt,construction in competition
enap1235-detransitivizer-anticausative,enap1235-detransitivizer,anticausative,anticausative-mid,middle marker
enap1235-detransitivizer-reflexive,enap1235-detransitivizer,reflexive,reflexive-mid,middle marker
enap1235-detransitivizer-reciprocal,enap1235-detransitivizer,reciprocal,reciprocal-mid,middle marker
enap1235-detransitivizer-antipassive,enap1235-detransitivizer,antipassive,antipassive-no,no
enap1235-detransitivizer-self-benefactive,enap1235-detransitivizer,self-benefactive,selfbenefactive-mid,middle marker
enap1235-detransitivizer-impersonal,enap1235-detransitivizer,impersonal,impersonal-no,no
enap1235-detransitivizer-facilitative,enap1235-detransitivizer,facilitative,facilitative-no,no
enap1235-detransitivizer-syncretismpattern,enap1235-detransitivizer,syncretismpattern,oppositional-passantcreflselfrecp,PASS/ANTC/REFL/SELF/RECP
enap1235-detransitivizer-voicefunctions,enap1235-detransitivizer,voicefunctions,number_opp_functions-5,5
enap1235-detransitivizer-diachronicsourcetype,enap1235-detransitivizer,diachronicsourcetype,source-refl,reflexive
pare1272-suffix-oa-synthesis,pare1272-suffix-oa,synthesis,n-synth,synthetic
pare1272-suffix-oa-strategy,pare1272-suffix-oa,strategy,type2-suffix,suffix
pare1272-suffix-oa-passive,pare1272-suffix-oa,passive,passive-mid,middle marker
pare1272-suffix-oa-anticausative,pare1272-suffix-oa,anticausative,anticausative-mid,middle marker
pare1272-suffix-oa-reflexive,pare1272-suffix-oa,reflexive,reflexive-compt,construction in competition
pare1272-suffix-oa-reciprocal,pare1272-suffix-oa,reciprocal,reciprocal-compl,construction in complementary distribution
pare1272-suffix-oa-antipassive,pare1272-suffix-oa,antipassive,antipassive-no,no
pare1272-suffix-oa-self-benefactive,pare1272-suffix-oa,self-benefactive,selfbenefactive-no,no
pare1272-suffix-oa-impersonal,pare1272-suffix-oa,impersonal,impersonal-no,no
pare1272-suffix-oa-facilitative,pare1272-suffix-oa,facilitative,facilitative-no,no
pare1272-suffix-oa-syncretismpattern,pare1272-suffix-oa,syncretismpattern,oppositional-passantcrefl,PASS/ANTC/REFL
pare1272-suffix-oa-voicefunctions,pare1272-suffix-oa,voicefunctions,number_opp_functions-4,4
pare1272-suffix-oa-diachronicsourcetype,pare1272-suffix-oa,diachronicsourcetype,source-refl,reflexive
pila1245-setbpronouns-synthesis,pila1245-setbpronouns,synthesis,n-synth,synthetic
pila1245-setbpronouns-strategy,pila1245-setbpronouns,strategy,type2-personindex,person index
pila1245-setbpronouns-passive,pila1245-setbpronouns,passive,passive-no,no
pila1245-setbpronouns-anticausative,pila1245-setbpronouns,anticausative,anticausative-mid,middle marker
pila1245-setbpronouns-reflexive,pila1245-setbpronouns,reflexive,reflexive-mid,middle marker
pila1245-setbpronouns-reciprocal,pila1245-setbpronouns,reciprocal,reciprocal-mid,middle marker
pila1245-setbpronouns-antipassive,pila1245-setbpronouns,antipassive,antipassive-no,no
pila1245-setbpronouns-self-benefactive,pila1245-setbpronouns,self-benefactive,selfbenefactive-no,no
pila1245-setbpronouns-impersonal,pila1245-setbpronouns,impersonal,impersonal-no,no
pila1245-setbpronouns-facilitative,pila1245-setbpronouns,facilitative,facilitative-no,no
pila1245-setbpronouns-syncretismpattern,pila1245-setbpronouns,syncretismpattern,oppositional-antcreflrecp,ANTC/REFL/RECP
pila1245-setbpronouns-voicefunctions,pila1245-setbpronouns,voicefunctions,number_opp_functions-3,3
pila1245-setbpronouns-diachronicsourcetype,pila1245-setbpronouns,diachronicsourcetype,source-unknown,unknown
pima1248-prefixa--synthesis,pima1248-prefixa-,synthesis,n-synth,synthetic
pima1248-prefixa--strategy,pima1248-prefixa-,strategy,type2-prefix,prefix
pima1248-prefixa--passive,pima1248-prefixa-,passive,passive-mid,middle marker
pima1248-prefixa--anticausative,pima1248-prefixa-,anticausative,anticausative-mid,middle marker
pima1248-prefixa--reflexive,pima1248-prefixa-,reflexive,reflexive-mid,middle marker
pima1248-prefixa--reciprocal,pima1248-prefixa-,reciprocal,reciprocal-mid,middle marker
pima1248-prefixa--antipassive,pima1248-prefixa-,antipassive,antipassive-no,no
pima1248-prefixa--self-benefactive,pima1248-prefixa-,self-benefactive,selfbenefactive-no,no
pima1248-prefixa--impersonal,pima1248-prefixa-,impersonal,impersonal-no,no
pima1248-prefixa--facilitative,pima1248-prefixa-,facilitative,facilitative-no,no
pima1248-prefixa--syncretismpattern,pima1248-prefixa-,syncretismpattern,oppositional-passantcreflrecp,PASS/ANTC/REFL/RECP
pima1248-prefixa--voicefunctions,pima1248-prefixa-,voicefunctions,number_opp_functions-4,4
pima1248-prefixa--diachronicsourcetype,pima1248-prefixa-,diachronicsourcetype,source-refl,reflexive
yauy1235-suffix-ku-synthesis,yauy1235-suffix-ku,synthesis,n-synth,synthetic
yauy1235-suffix-ku-strategy,yauy1235-suffix-ku,strategy,type2-suffix,suffix
yauy1235-suffix-ku-passive,yauy1235-suffix-ku,passive,passive-compt,construction in competition
yauy1235-suffix-ku-anticausative,yauy1235-suffix-ku,anticausative,anticausative-compl,construction in complementary distribution
yauy1235-suffix-ku-reflexive,yauy1235-suffix-ku,reflexive,reflexive-mid,middle marker
yauy1235-suffix-ku-reciprocal,yauy1235-suffix-ku,reciprocal,reciprocal-compl,construction in complementary distribution
yauy1235-suffix-ku-antipassive,yauy1235-suffix-ku,antipassive,antipassive-no,no
yauy1235-suffix-ku-self-benefactive,yauy1235-suffix-ku,self-benefactive,selfbenefactive-mid,middle marker
yauy1235-suffix-ku-impersonal,yauy1235-suffix-ku,impersonal,impersonal-no,no
yauy1235-suffix-ku-facilitative,yauy1235-suffix-ku,facilitative,facilitative-no,no
yauy1235-suffix-ku-otheroppositionalfunctions,yauy1235-suffix-ku,otheroppositionalfunctions,other_opp_class-aspectother,"aspect, other"
yauy1235-suffix-ku-syncretismpattern,yauy1235-suffix-ku,syncretismpattern,oppositional-passreflself,PASS/REFL/SELF
yauy1235-suffix-ku-voicefunctions,yauy1235-suffix-ku,voicefunctions,number_opp_functions-3,3
yauy1235-suffix-ku-diachronicsourcetype,yauy1235-suffix-ku,diachronicsourcetype,source-unknown,unknown
vlax1238-suffix-uv--synthesis,vlax1238-suffix-uv-,synthesis,n-synth,synthetic
